Level, h1, h2, h3, h4, h5, h6, h7, h8, h9, h10, h12, h13, h14, h15, h16, h17
Level 36,0.0002878461248026444,0.00021807695380770243,0.00016100009760031334,0.00009438459976361348,0.00013700009395296758,0.00008638461048786457,0.0002533077047421382,0.00023592310026288033,0.001141538485311545,0.00017700007615181117,0.06025823080339111,0.0013186154313958609,0.00010676921990055304,0.00042438464095959295,0.0006706154761979213,0.06570661540787953
Level 37,0.0002116444417172008,0.00014011108626921971,0.00010883335748480426,0.00007614443699518839,0.00009859997468690078,0.00006898888904187415,0.0002309111464354727,0.00016295558048619164,0.0003887444165431791,0.0001327555523150497,0.06695144443462292,0.0014559000057892666,0.00009270002548065451,0.0003987777460780409,0.0007778555827422275,0.0708218444345726
Level 38,0.00021069443836394284,0.00013415274831155935,0.00010228468777818812,0.00006609721781892909,0.0000959375013028168,0.00006306250320954455,0.0002691597587222026,0.00022293750468331078,0.00036256250718401536,0.00011372222151193354,0.0766648611073227,0.0013352222255586337,0.00008486806634917027,0.0004415694210264418,0.0012903888839193517,0.0853649097294288
Level 39,0.0002355935913635129,0.00013076468435599205,0.00010780747581452609,0.00007327808375983315,0.00009968983666861758,0.00006657219018767224,0.0002726684473853379,0.00022963639647565422,0.0004413422585569601,0.00012693585539087256,0.08932150268110442,0.0032713850287790286,0.00009414974480548645,0.0005237486507285406,0.0013337379525649674,0.09597647057368076
Level 40,0.0003001798213888801,0.00014397948083611168,0.00009977683242213211,0.00006638744333962494,0.00010076250653440742,0.00006575522163630459,0.00017694608933025913,0.00015768771065012772,0.00039086133843688577,0.00012004298399753901,0.0533701113386522,0.0036212910395165368,0.0000922612918494699,0.00024397498714290251,0.0005591847955200851,0.06063323276006174
Level 41,0.00025401006380016317,0.00012753148837676577,0.00010209069270593694,0.00007189169141372446,0.00009346598646690323,0.00006582116431343165,0.00018413348348637673,0.00015755667719492684,0.0004431184038745066,0.00011681612247896734,0.05251461966901605,0.0024960931984036785,0.00009307556994428262,0.0004996146094194738,0.0012616272030459242,0.058906163697738566
Level 42,0.00028588264742248444,0.0001333080343807078,0.00010227870044051384,0.00007147003382168786,0.00009296173336725606,0.0000664814988897201,0.00040031696208847725,0.000157957915596816,0.00044691709626931697,0.00012016198621606644,0.05620244578951352,0.004011767854016008,0.00009914603926555007,0.0005170127602023243,0.0013522991033898173,0.06209572768064539
Level 43,0.00026557147170283964,0.00014896424753325327,0.00013314280658960342,0.000075392857460039,0.00010892853606492281,0.00007521432624863727,0.00017617855753217424,0.0001804643210821918,0.00036882146793816773,0.00013128566622201885,0.048035428510047495,0.0008623571733811072,0.00009124998801520892,0.0003891071870124766,0.0011332143164638961,0.0640456785414634
Level 44,0.00031139006399678637,0.00013856397010169756,0.00009952751335361204,0.00007182517114249133,0.0000997355441550506,0.00006500371840583744,0.0002079846722119046,0.0001575542144202317,0.0004544957065861824,0.00011539099089730387,0.07132397515628774,0.0020246535902036325,0.00009733387287459629,0.0004347397252573044,0.001225265606827835,0.08381276270993086
Level 45,0.00023588234120432069,0.00011917644673410584,0.00010652944226475323,0.00006994114750448396,0.00010299994884168401,0.0000637058333000716,0.00015688235597575412,0.0001716470784124206,0.0002791177317061845,0.0001304116757477031,0.03282558816649458,0.0005891764372148935,0.00008176475325051476,0.0002816470942514784,0.0006961764986900723,0.042446176494088245
Level 46,0.00026284292356796896,0.00013421689154988713,0.000107023748516696,0.00007041455104422985,0.00009132602025149873,0.00006881301540040923,0.00021283421000499626,0.00019110101107863508,0.00034030843040375766,0.00012099459482051458,0.05253072463644549,0.0027517895674811447,0.00009530362302562571,0.00037411573754115944,0.0005003623941550125,0.0587787880627619
Level 47,0.00020453785230735858,0.00013207170214370428,0.00010719920593903834,0.00007205578012473555,0.00010100798310333514,0.00006809562400161507,0.00016552589989575256,0.0001699880537283848,0.0005828764964919167,0.00012074901436667043,0.0479643187036671,0.0026758804683577253,0.00008743028137907089,0.000349482059463918,0.00042176097668558953,0.09080965736457908
Level 48,0.00023158823194749216,0.00012400002657052348,0.00010511762572123724,0.00007361769402290091,0.00010317646186141407,0.00006623522323720595,0.00017041177488863468,0.00017126472940778032,0.0004860882318633444,0.00013138231930925567,0.04252808825934634,0.000981617664151332,0.00008417648153708262,0.0003400293781476862,0.0005309411653262727,0.05182126468485769
Level 49,0.0002821176860700635,0.00016564708750914126,0.0001229411264991059,0.00007476474103682181,0.00010805875610779313,0.00006552939029300914,0.00020370585843920708,0.00020229411037529216,0.0006178823737975429,0.0001374117153532365,0.05892229411641464,0.005644705886130824,0.00009435292004662402,0.00047405888600384486,0.0005457646980443422,0.06514670579310726
Level 50,0.00021152780391275883,0.0001432777563523915,0.00011120834258488483,0.00007012500686364042,0.00010018055844638083,0.00006723609597732623,0.00018741667736321688,0.00019652776083805494,0.0004675555456843641,0.00012429163972329762,0.05484004168667727,0.0023671389014149704,0.00009226389617348711,0.0006980138779100445,0.0008953472198401061,0.06786919445342694
Level 51,0.00021150408736695118,0.00013886991797423944,0.00011166668216872022,0.00006724390526854895,0.00010062599690949044,0.00006549593015778356,0.00018655281983376518,0.0002059755975577405,0.0004918292785684267,0.00012578047069955649,0.057501788622116655,0.0031306666806643086,0.00009225204026674836,0.0007271463679891777,0.001019138195438356,0.06981165854381473
Level 52,0.00024584376660641283,0.000167062520631589,0.00012053117097821087,0.0000752187188481912,0.0000989062973530963,0.0000675937335472554,0.00023381247592624277,0.00018406249000690877,0.0005071562627563253,0.0001302187447436154,0.05702334371744655,0.0020072812912985682,0.00009212503209710121,0.000558093743165955,0.0006240624934434891,0.06388121876807418
Level 53,0.00028744622304948254,0.00014557563921806363,0.00011028243602325342,0.00007115476594347687,0.00010058213193214451,0.0000690918715407226,0.00027754031294039495,0.0002999985762443243,0.00036133487210086043,0.00011809535664470113,0.09692449136623137,0.002373906060741704,0.00010118834333871673,0.0004917804482080952,0.001115219548649103,0.10708134326059711
Level 54,0.00023718879043639122,0.00013880417649666745,0.00011572726005753437,0.00007322377206145467,0.00010561537961442987,0.00006773426047676093,0.0001849790162348247,0.00023189511384580518,0.00033734963516463765,0.00013020278078380165,0.05362269932638619,0.001977720291360275,0.00009128672129415966,0.00040110490460704254,0.000432650320935291,0.05897394405886323
Level 55,0.00021098583527173555,0.0001309574284452073,0.00011365958126195779,0.00006897166595919758,0.00010252481075466102,0.00006764539325913639,0.0001769574484556702,0.00022618440211030609,0.00033532622342942453,0.0001254467861660829,0.053565872350958645,0.0019545602836771635,0.00008767374282610332,0.0003384255460655013,0.00040273048340323125,0.05875260994194987
Level 56,0.00022831113181180423,0.00016717777277032534,0.0001042221879793538,0.0000702444670928849,0.00010435558441612456,0.0000674000009894371,0.0003989555769496494,0.00017015556287434366,0.00042331114204393494,0.00013204445648524497,0.06790517781757646,0.0013666222389373515,0.00009166666616996129,0.0003061777808600002,0.0005660444498062134,0.07697291109297011
Level 57,0.0002941707005139675,0.00013945501532736644,0.00010943598494707228,0.00006870977205816025,0.00010053020482684997,0.00007020968160305207,0.000268799375911974,0.00023663051847252171,0.0003482176250050871,0.00012099279688474059,0.0651392004466066,0.0028835978238030777,0.0000938932173423443,0.0004185457194646218,0.0008538972876990775,0.06881449233245744
Level 58,0.00033777461595138245,0.00014166930450029868,0.00010024364820829339,0.00006811169787261733,0.00010069852126239279,0.0000697453927235677,0.00020458925347602308,0.00021505295896394994,0.0005536886318875192,0.00010924151517635628,0.053890165879887625,0.0016209079277095203,0.00009530314905227382,0.0006438829696417907,0.000550066812788514,0.05941486272703232
Level 59,0.0003393895825045743,0.00016801736198969008,0.00011914835530933034,0.00007227947144001755,0.00010524754349946889,0.00007287786631991132,0.00022597802794779607,0.0002881986174076213,0.0010415857724046713,0.00012800777007626564,0.05559142394067331,0.0029963265744458417,0.00010088576115618071,0.0007117654500386481,0.0005502765568594439,0.14419915733959118
Level 60,0.00038780362298712135,0.0001692329974612221,0.0001214799954323098,0.00007821887312456965,0.00010805762757081538,0.00007946474681375549,0.00024302012228872628,0.0003138606249121949,0.0012728712481330149,0.00013681200140854344,0.06027167212631321,0.003404820752388332,0.0001084937485284172,0.0007696643784292973,0.0005704097503912635,0.1524528578753816
Level 61,0.0002830658333595865,0.00012942670514772396,0.000113495654189346,0.00007366459724140464,0.00010352049439405063,0.00006945713434761726,0.00022712298408613442,0.00020398695415221386,0.002093004975005151,0.00012701614499554872,0.06379679441104949,0.004868854662137372,0.00009600746254465594,0.0005549844785344712,0.0005515279549156656,0.18495197515639691
Level 62,0.0004737566714025543,0.00019941804867619275,0.00014221189394416983,0.0000800507005597438,0.00011448225654200873,0.00006956404220437472,0.0002888881397754931,0.0002060533954751536,0.0006452240591195839,0.00016530752452685246,0.06304186717841564,0.002673978376101253,0.0001043660045941664,0.0010005150413019163,0.000899391685055091,0.06767377593381763
Level 63,0.0003628550583253736,0.00022015945338036704,0.0001566231898639513,0.0000835507230806178,0.00011817390855023827,0.00008223186908424765,0.00029771016451759613,0.0003515217399251634,0.0010649130031790423,0.00018242025154008382,0.09038072464096805,0.0017517246440916822,0.00011847824857070826,0.0007336666551081166,0.0007225217270678368,0.10817850724645499
Level 64,0.000473083114842225,0.00019035038943926056,0.00014733919081670225,0.00008562868601911474,0.00011707022972265797,0.00008433339652891675,0.000265562381970407,0.0002973108007240349,0.0005473873714040053,0.0001508106108265033,0.05693062999512587,0.003793972732671799,0.00011650130913207056,0.0008204865529764476,0.0006571895769753082,0.059939681175316215
Level 65,0.00036290003918111325,0.00021549994125962256,0.0001684999093413353,0.00008259997703135014,0.00012740008533000945,0.00007530003786087036,0.00021899989806115628,0.0002208000048995018,0.0005520000122487545,0.00017300006002187728,0.03851469997316599,0.0008481998927891254,0.00009909993968904018,0.00042010010220110415,0.0009563999250531196,0.04678390002809465
Level 66,0.0002779487210015456,0.00017510254222613113,0.00014597434216202833,0.00009258973818176832,0.00013515379470892443,0.0000857692450667039,0.00026687178521966323,0.00029112820107585343,0.0004492307869860759,0.00017505127172439525,0.07242202567748535,0.0017409487508046322,0.00011623075279669884,0.00046241023124028475,0.0007542564223210017,0.08175723075580138
Level 67,0.0005896000191569328,0.0003717999905347824,0.0003022000193595886,0.00016120001673698426,0.00020140009000897409,0.00012980010360479354,0.0005326000973582268,0.00041800001636147497,0.0011138000525534153,0.0002999999560415745,0.09406919982284308,0.0016915998421609402,0.00018260003998875617,0.0008886000141501427,0.0013632001355290413,0.11939179999753832
Level 68,0.0003379265072633012,0.0001615929098507587,0.00011692769434701551,0.00007510736572486827,0.000107333996970053,0.00007447087869753621,0.00028285459875794814,0.00031012083918871666,0.0004391327263084838,0.00013736093478799812,0.07519691065645655,0.0010855128768523018,0.00011322266621833959,0.0005551410459643215,0.0018567169188830276,0.07837675851968998
Level 69,0.000291143786451532,0.00015088926506160342,0.00010067880124716604,0.00006952684130624862,0.0000881675142784324,0.00006856722704603174,0.0006828850285165896,0.00016846214539481926,0.0006185028238990212,0.00013034095892966804,0.22117982429589045,0.00333367090048742,0.00010202118961172083,0.0011066285265862183,0.0009668387050377363,0.23974312118025717
Level 70,0.00033556733460374726,0.000140420331306902,0.00011552300515289787,0.00007043852046636896,0.00010166415926777932,0.00007252739286669524,0.00019957486322731566,0.0002554113308060486,0.00048316353020565574,0.00011761292310011705,0.06991625073426631,0.0027952540784860784,0.00010008615556915825,0.0004414571326464377,0.0003687961104733769,0.08051772501048157
Level 71,0.0003740042218236954,0.00015391753049107728,0.00011433441125388657,0.00007089383313553287,0.00010044058065184138,0.00006545097143812613,0.00018278960903574313,0.0001882019469381443,0.0012804022690813457,0.00012291559145193208,0.07942699057975325,0.00977210097767824,0.00010104935537636667,0.000618588309221018,0.0006590139606133007,0.08940120974189734
Level 72,0.00039860010147094724,0.00021459991112351417,0.00014800010249018669,0.0000718001276254654,0.00013020010665059089,0.0000674000009894371,0.0002741999924182892,0.0002120000310242176,0.0006081999279558658,0.00014840001240372657,0.03756039999425411,0.0008043999783694744,0.00008499994874000549,0.0004518000409007072,0.0006795997731387615,0.04541200008243322
Level 73,0.00032567616042699277,0.00015519171023258002,0.00011054188068554612,0.00006870939663749434,0.00010409067051265415,0.00006992677784506007,0.0003783931223602353,0.00017962728337223385,0.0006379437250031077,0.0001335823620331313,0.10250713164661118,0.009524207339607215,0.0001027929897439878,0.0006113705792787222,0.0005393715667902629,0.11144803143346244
Level 74,0.0002840729914404201,0.00014626738894799472,0.00011188891810372116,0.00007084124344159591,0.00009250577319936191,0.00007100540970201045,0.0005437358037373392,0.0002901005165220684,0.00034025632466184297,0.00011920324304940133,0.1490942922083885,0.003734638732504379,0.00009751142741703495,0.0004858169092415196,0.001137527156873904,0.15744835192840717
Level 75,0.00029555160399633766,0.00014057283590749833,0.00011038542682748734,0.00007321016173329266,0.0000960925609517803,0.00006927162259025711,0.0006688368790790055,0.00022620106206384342,0.00040005386753321507,0.00012534901207208362,0.19051321320255515,0.001195479511199957,0.00010472306436173651,0.0006494226085364095,0.001810546281107324,0.206357877094536
Level 76,0.00021019563807741454,0.00013989132181133914,0.00010358697086896585,0.00006799996101661868,0.00010160865950519624,0.00006441299236663009,0.00017367393466765466,0.00019752172469768834,0.00035782612900695074,0.0001244999913741713,0.046239934750306216,0.0010216304141542187,0.00008552173233550528,0.0004514782669265633,0.0007032174617052078,0.06046758695384082
Level 77,0.0003040332518551011,0.00015168071119424508,0.00011455987326123498,0.00007164856148450047,0.00009259424521329662,0.00006557537961396039,0.0004048237268360716,0.00017898449077458843,0.00048206429907891017,0.00012025164394843869,0.1106734101876344,0.005542710647007612,0.00009641686181833105,0.0011166696185803664,0.0026739623104356344,0.12065783482016025
Level 78,0.0001902121373198249,0.00013163640643611097,0.00009890912439335476,0.00007075764182390589,0.00009851517494429241,0.00006387878040021116,0.00016060602766546336,0.00018569698670145237,0.00038245454374136347,0.00011575758231408668,0.043406575805310044,0.0007447878773691076,0.00008693939977974603,0.00029333333738825536,0.0005087575480116136,0.050946606040904015
Level 79,0.00023802428050395335,0.00013149372383827444,0.00010419832113896454,0.0000732158941984426,0.00010413640299539187,0.00006949371895967168,0.00018747698702697475,0.0002044209162217553,0.0003442636020793326,0.00012122928106448141,0.05402516150130076,0.0033463640130713397,0.00009266108032861514,0.0003759062712599044,0.0007814527189195405,0.06232555898989718
Level 80,0.0001967272608343399,0.00012348486449230802,0.00010100001412810701,0.00006866662509062074,0.0001033636543786887,0.00006584847120173049,0.00017675758819236899,0.00021378786274881074,0.0003994545250227957,0.00012306063294862255,0.0448348787895432,0.001194424278131037,0.00008521220562132922,0.0005334545434875922,0.0005217273014061378,0.05437251517662045
Level 81,0.0003100125435592825,0.0001603213525353729,0.00010804745720208778,0.00007128242284520068,0.00010014341109114693,0.0000649266779330266,0.00027166558518720586,0.00017892990686933005,0.0009319679275059683,0.00012387171768005631,0.09857775197317059,0.006170071772332586,0.00013444601121813456,0.00045739182559023016,0.0005806249847711983,0.15511775921364687
Level 82,0.00042238389407503327,0.00014888556445980032,0.00011341073909686916,0.0000691741636185438,0.0000980342299233647,0.00006995671100589453,0.00040339161157483023,0.00041525570516343286,0.00041103388945378313,0.00012371711457935755,0.15595495637518747,0.002046103688775743,0.00010174597541632868,0.0006032036883043963,0.000633599662578246,0.16435358288554136
Level 83,0.0002302679180806509,0.0001342320789300134,0.00010203697826751467,0.00006557964143450282,0.00010202104512886044,0.00006502730596018054,0.0001484869173553108,0.00015190613972059153,0.00034165075096482915,0.00011888964406815405,0.04116274801266207,0.0020743117096120823,0.00008855062612121558,0.0002672269591262757,0.0008300062564579904,0.05006638794064106
Level 84,0.0002614725482437314,0.00013478141454195368,0.00010363575955831198,0.00007017344996296719,0.00010018799520713499,0.00006545823782061826,0.00016554851008456924,0.00015773685249682428,0.0004803295717576823,0.00012344101954402342,0.04564389727907641,0.0032286174948989873,0.00009081421637532322,0.0003281654285703837,0.0003842602357382744,0.06298023697168455
Level 85,0.0003148499876260757,0.0001528249937109649,0.00012497497955337166,0.00007162500405684113,0.00010235002264380455,0.00006594998994842171,0.0002657750039361417,0.0002655749791301787,0.0005625250632874668,0.0001325499964877963,0.08746375001501291,0.003442800010088831,0.00009462498128414154,0.0005579250282607973,0.0009366499492898583,0.10313835004344582
